ID #,Subj,#,Sec,Title,Dates,Days,Time,Size:,Enrolled,Crds,Status,Instructor,Delivery Method,Book Cost,Loc,LASC/WI,18online,Tuition -resident,Tuition unit,Tuition -nonresident,Course level,Approximate Course Fees,timestamp,year_term
300,COMM,100,3,Speech Communication,05/20-06/17,n/a,Arranged,25,25,3.0,Full,"Hest,Theresa",Completely Online-Asynchronous,$0.00,ON LINE,1A,false,$738.48,course,"$1,476.96",Undergraduate,$166.83,1589736676.800673,20211
301,COMM,100,4,Speech Communication,07/06-07/31,n/a,Arranged,25,25,3.0,Full,"Hest,Theresa",Completely Online-Asynchronous,$0.00,ON LINE,1A,false,$738.48,course,"$1,476.96",Undergraduate,$166.83,1589736677.102439,20211
328,COMM,100,7,Speech Communication,06/18-07/09,n/a,Arranged,25,24,3.0,Open,"Anderson,Jason",Completely Online-Asynchronous,$0.00,ON LINE,1A,false,$738.48,course,"$1,476.96",Undergraduate,$166.83,1589736677.4051259,20211
362,COMM,100,8,Speech Communication,07/13-07/31,n/a,Arranged,25,25,3.0,Full,"Gorsline,Denise",Completely Online-Asynchronous,$0.00,ON LINE,1A,false,$738.48,course,"$1,476.96",Undergraduate,$166.83,1589736677.7102091,20211
304,COMM,101,1,Introduction to Mass Media,07/13-07/31,n/a,Arranged,25,18,3.0,Open,"Gorsline,Denise",Completely Online-Asynchronous,$0.00,ON LINE,9,false,$738.48,course,"$1,476.96",Undergraduate,$184.83,1589736678.019567,20211
421,COMM,110,1,Introduction to Communication Studies,06/18-07/09,n/a,Arranged,25,14,3.0,Open,"Gorsline,Denise",Completely Online-Asynchronous,$0.00,ON LINE,5,false,$738.48,course,"$1,476.96",Undergraduate,$184.83,1589736678.3304489,20211
312,COMM,230,1,Photography,05/20-07/02,n/a,Arranged,25,19,3.0,Open,"Anthony,Mark",Completely Online-Asynchronous,$0.00,ON LINE,,false,$738.48,course,"$1,476.96",Undergraduate,$184.83,1589736678.637202,20211
333,COMM,285,1,Intercultural Communication,06/18-07/09,n/a,Arranged,25,25,3.0,Full,"Gardner,Rebecca",Completely Online-Asynchronous,$0.00,ON LINE,7,false,$738.48,course,"$1,476.96",Undergraduate,$184.83,1589736678.960382,20211
575,COMM,285,2,Intercultural Communication,06/18-07/09,n/a,Arranged,25,19,3.0,Open,"Gardner,Rebecca",Completely Online-Asynchronous,$0.00,ON LINE,7,false,$738.48,course,"$1,476.96",Undergraduate,$184.83,1589736679.265439,20211
309,COMM,301,1,Business and Professional Communication,05/20-06/17,n/a,Arranged,22,22,3.0,Full,"Gardner,Rebecca",Completely Online-Asynchronous,$0.00,ON LINE,WI,false,$738.48,course,"$1,476.96",Undergraduate,$184.83,1589736679.570975,20211
310,COMM,301,2,Business and Professional Communication,05/20-06/17,n/a,Arranged,22,21,3.0,Full,"Gardner,Rebecca",Completely Online-Asynchronous,$0.00,ON LINE,WI,false,$738.48,course,"$1,476.96",Undergraduate,$184.83,1589736679.8709419,20211
306,COMM,310,1,Rhetorical Theory and Criticism,05/20-06/24,n/a,Arranged,25,12,3.0,Open,"Anderson,Jason",Completely Online-Asynchronous,$0.00,ON LINE,"6,WI",false,$738.48,course,"$1,476.96",Undergraduate,$184.83,1589736680.1786098,20211
311,COMM,351,1,Messaging for Mobile Media,05/20-06/17,n/a,Arranged,25,14,3.0,Open,"Johnson,Cassondra",Completely Online-Asynchronous,$0.00,ON LINE,,false,$738.48,course,"$1,476.96",Undergraduate,$184.83,1589736680.474884,20211
469,COMM,354,1,Social Media Metrics,07/06-07/31,n/a,Arranged,25,14,3.0,Open,"Anderson,Jason",Completely Online-Asynchronous,$0.00,ON LINE,,false,$738.48,course,"$1,476.96",Undergraduate,$184.83,1589736680.768854,20211
586,COMM,395,1,Practicum,05/20-07/31,n/a,Arranged,1,1,Vari.,Full,"Arntson,David",Completely Online-Asynchronous,$0.00,ON LINE,,false,$246.16,credit,$492.32,Undergraduate,$61.61,1589736681.073262,20211
595,COMM,416,1,Special Projects in Speech Communication,05/20-07/31,n/a,Arranged,1,1,Vari.,Full,"Hest,Theresa",Completely Online-Asynchronous,$0.00,ON LINE,,false,$246.16,credit,$492.32,Undergraduate,$61.61,1589736681.372531,20211
305,COMM,423,1,Marketing Communications,05/20-06/24,n/a,Arranged,10,7,3.0,Open,"Beckermann,Kay",Completely Online-Asynchronous,$0.00,ON LINE,,false,$738.48,course,"$1,476.96",Undergraduate,$184.83,1589736681.666821,20211
334,COMM,469,1,Internship,05/20-07/31,n/a,Arranged,5,2,Vari.,Open,"Quanbeck,Aaron",Remote Teaching No In-Person,$0.00,Arranged ARR,,false,$246.16,credit,$492.32,Undergraduate,$60.91,1589736681.959775,20211
307,COMM,590,1,Adv Organizational Communication [MN 18 Online Program],05/20-07/13,n/a,Arranged,30,27,3.0,Open,"Gorsline,Denise",Completely Online-Asynchronous,$0.00,ON LINE,,true,$433.17,course,$433.17,Graduate,$184.83,1589736682.2506711,20211
308,COMM,590,2,Adv Theory & Practice of Persuasion [MN 18 Online Program],06/10-07/31,n/a,Arranged,25,19,3.0,Open,"Anderson,Jason",Completely Online-Asynchronous,$0.00,ON LINE,,true,$433.17,course,$433.17,Graduate,$184.83,1589736682.552023,20211
606,COMM,590,3,Advanced Qualitative Communication Research Methods [MN 18 Online Program],06/10-07/31,n/a,Arranged,25,1,3.0,Cancelled,"Anderson,Jason",Completely Online-Asynchronous,$0.00,ON LINE,,true,$433.17,course,$433.17,Graduate,$19.83,1589736682.852813,20211
423,COUN,520,1,Basic Counseling Skills,05/20-06/10,n/a,Arranged,15,9,3.0,Open,"Akgul,Taryn",Remote Teaching No In-Person,$0.00,ON LINE,,false,"$1,326.00",course,"$1,326.00",Graduate,$164.73,1589736687.061981,20211
428,COUN,614,1,Human Growth and Development for Counselors,05/20-06/24,n/a,Arranged,25,24,3.0,Open,"Suomala Folkerds,Aaron",Remote Teaching No In-Person,$0.00,ON LINE,,false,"$1,326.00",course,"$1,326.00",Graduate,$164.73,1589736687.359759,20211
426,COUN,620,1,Counseling Skills I,05/20-07/31,n/a,Arranged,30,31,3.0,Full,"Brown,Jessica",Remote Teaching No In-Person,$0.00,ON LINE,,false,"$1,326.00",course,"$1,326.00",Graduate,$164.73,1589736687.657959,20211
602,COUN,620,2,Counseling Skills I,06/10-07/31,Th,7:15pm-9:45pm,30,8,3.0,Open,"Suomala Folkerds,Aaron",Completely Online - Synchronous,$0.00,ON LINE,,false,"$1,326.00",course,"$1,326.00",Graduate,$1.83,1589736687.941613,20211
435,COUN,641,1,Professional Orientation and Ethics,05/20-06/17,n/a,Arranged,30,38,3.0,Full,"Suomala Folkerds,Aaron",Remote Teaching No In-Person,$0.00,ON LINE,,false,"$1,326.00",course,"$1,326.00",Graduate,$164.73,1589736688.226887,20211
418,COUN,650,1,Organization and Administration of School Counseling Programs,06/10-07/31,n/a,Arranged,25,18,3.0,Open,"Kjos,Sarah",Remote Teaching No In-Person,$0.00,ON LINE,,false,"$1,326.00",course,"$1,326.00",Graduate,$164.73,1589736688.528329,20211
419,COUN,654,1,K-12 School Counseling: Classroom & Program Management,07/06-07/31,n/a,Arranged,25,13,3.0,Open,"Kjos,Sarah",Remote Teaching No In-Person,$0.00,ON LINE,,false,"$1,326.00",course,"$1,326.00",Graduate,$164.73,1589736688.832212,20211
422,COUN,664,1,Introduction to Substance Use Disorders & Addictive Behaviors,05/20-06/24,n/a,Arranged,25,12,3.0,Open,"Akgul,Taryn",Remote Teaching No In-Person,$0.00,ON LINE,,false,"$1,326.00",course,"$1,326.00",Graduate,$164.73,1589736689.1384032,20211
436,COUN,668,1,Psychopharmacology for the Helping Professions,05/20-06/24,n/a,Arranged,25,12,3.0,Open,"Akgul,Taryn",Remote Teaching No In-Person,$0.00,ON LINE,,false,"$1,326.00",course,"$1,326.00",Graduate,$164.73,1589736689.4534001,20211
593,COUN,669A,1,Internship in School Counseling,05/20-07/31,n/a,Arranged,4,0,Vari.,Open,"Brown,Jessica",Remote Teaching No In-Person,$0.00,ON LINE,,false,$442.00,credit,$442.00,Graduate,$104.91,1589736689.7537558,20211
592,COUN,669D,1,Internship in Clinical Mental Health Counseling,05/20-07/31,n/a,Arranged,4,2,Vari.,Open,"Brown,Jessica",Remote Teaching No In-Person,$0.00,ON LINE,,false,$442.00,credit,$442.00,Graduate,$104.91,1589736690.04369,20211
425,COUN,669E,1,Internship in Addiction Counseling,05/20-07/31,n/a,Arranged,4,1,Vari.,Open,"Brown,Jessica",Remote Teaching No In-Person,$0.00,ON LINE,,false,$442.00,credit,$442.00,Graduate,$104.91,1589736690.352371,20211
427,COUN,670,1,Administration of Clinical Mental Health Services & Counseling Skills,05/20-06/24,n/a,Arranged,25,34,3.0,Full,"Brown,Jessica",Remote Teaching No In-Person,$0.00,ON LINE,,false,"$1,326.00",course,"$1,326.00",Graduate,$164.73,1589736690.656493,20211
437,COUN,671,1,Family and Couples Counseling,07/06-07/31,n/a,Arranged,25,10,3.0,Open,"Suomala Folkerds,Aaron",Remote Teaching No In-Person,$0.00,ON LINE,,false,"$1,326.00",course,"$1,326.00",Graduate,$164.73,1589736690.96178,20211
420,COUN,691D,1,Practicum in Clinical Mental Health Counseling,05/20-07/31,n/a,Arranged,4,0,Vari.,Open,"Brown,Jessica",Remote Teaching No In-Person,$0.00,ON LINE,,false,$442.00,credit,$442.00,Graduate,$79.91,1589736691.2607412,20211
443,COUN,691E,1,Practicum in Addiction Counseling,05/20-07/31,n/a,Arranged,4,1,Vari.,Open,"Brown,Jessica",Remote Teaching No In-Person,$0.00,ON LINE,,false,$442.00,credit,$442.00,Graduate,$54.91,1589736691.567286,20211
488,COUN,696,1,Project/Action Research (Plan B),05/20-07/31,n/a,Arranged,5,0,Vari.,Open,"Akgul,Taryn",Remote Teaching No In-Person,$0.00,Arranged ARR,,false,$442.00,credit,$442.00,Graduate,$54.91,1589736691.872323,20211
489,COUN,696,2,Project/Action Research (Plan B),05/20-07/31,n/a,Arranged,5,0,Vari.,Open,"Brown,Jessica",Remote Teaching No In-Person,$0.00,Arranged ARR,,false,$442.00,credit,$442.00,Graduate,$54.91,1589736692.1733491,20211
490,COUN,699,1,Thesis (Plan A),05/20-07/31,n/a,Arranged,5,0,Vari.,Open,"Brown,Jessica",Remote Teaching No In-Person,$0.00,Arranged ARR,,false,$442.00,credit,$442.00,Graduate,$54.91,1589736692.4626508,20211
491,COUN,699,2,Thesis (Plan A),05/20-07/31,n/a,Arranged,5,0,Vari.,Open,"Akgul,Taryn",Remote Teaching No In-Person,$0.00,Arranged ARR,,false,$442.00,credit,$442.00,Graduate,$54.91,1589736692.759496,20211
15,CSIS,104,1,Spreadsheet and Database Applications,05/20-06/17,n/a,Arranged,20,19,3.0,Open,"Lee,Hanku",Completely Online-Asynchronous,$0.00,ON LINE,,false,$738.48,course,"$1,476.96",Undergraduate,$166.83,1589736683.464184,20211
444,CSIS,145,1,Introduction to Information Systems,07/13-07/31,n/a,Arranged,30,9,1.0,Open,"Schlieper,Kristofer",Completely Online-Asynchronous,$0.00,ON LINE,,false,$246.16,course,$492.32,Undergraduate,$59.61,1589736683.754758,20211
17,CSIS,316,1,Ethics in the Information Age,05/20-06/24,n/a,Arranged,20,20,3.0,Full,"Ficek,Rhonda",Completely Online - Synchronous,$0.00,ON LINE,"9,WI",false,$738.48,course,"$1,476.96",Undergraduate,$178.83,1589736684.051617,20211
537,CSIS,316,2,Ethics in the Information Age,05/20-06/24,n/a,Arranged,20,20,3.0,Full,"Ficek,Rhonda",Completely Online - Synchronous,$0.00,ON LINE,"9,WI",false,$738.48,course,"$1,476.96",Undergraduate,$178.83,1589736684.336653,20211
445,CSIS,340,1,Software Engineering,05/20-07/02,n/a,Arranged,20,17,3.0,Open,"Schlieper,Kristofer",Completely Online - Synchronous,$0.00,ON LINE,,false,$738.48,course,"$1,476.96",Undergraduate,$178.83,1589736684.6533,20211
569,CSIS,340,2,Software Engineering,05/20-07/02,n/a,Arranged,20,13,3.0,Open,"Schlieper,Kristofer",Completely Online - Synchronous,$0.00,ON LINE,,false,$738.48,course,"$1,476.96",Undergraduate,$178.83,1589736684.938146,20211
14,CSIS,469,1,Internship,05/20-07/31,n/a,Arranged,10,4,Vari.,Open,"Lee,Hanku",Remote Teaching No In-Person,$0.00,Arranged ARR,,false,$246.16,credit,$492.32,Undergraduate,$58.91,1589736685.2238421,20211
219,ECON,100,1,The American Economy,05/20-06/17,n/a,Arranged,25,24,3.0,Open,"Flores-Ibarra,Oscar",Completely Online-Asynchronous,$0.00,ON LINE,2,false,$738.48,course,"$1,476.96",Undergraduate,$166.83,1589736696.129138,20211
220,ECON,202,1,Principles of Economics I: Micro,05/20-06/17,n/a,Arranged,20,19,3.0,Open,"Flores-Ibarra,Oscar",Completely Online-Asynchronous,$0.00,ON LINE,5,false,$738.48,course,"$1,476.96",Undergraduate,$166.83,1589736696.437205,20211
221,ECON,204,1,Principles of Economics II: Macro,05/20-06/24,n/a,Arranged,20,20,3.0,Full,"Bolduc,Steven",Completely Online-Asynchronous,$0.00,ON LINE,5,false,$738.48,course,"$1,476.96",Undergraduate,$166.83,1589736696.743288,20211
222,ECON,340,1,The Gendered Economy,05/20-06/24,n/a,Arranged,20,16,3.0,Open,"Bolduc,Steven",Mostly Online,$0.00,ON LINE,9,false,$738.48,course,"$1,476.96",Undergraduate,$164.73,1589736697.049099,20211
585,ECON,416,1,Labor Economics,05/20-07/31,n/a,Arranged,1,1,3.0,Full,"Flores-Ibarra,Oscar",Completely Online-Asynchronous,$0.00,ON LINE,WI,false,$738.48,course,"$1,476.96",Undergraduate,$166.83,1589736697.334094,20211
609,ECON,469,1,Internship,05/20-07/31,n/a,Arranged,1,1,Vari.,Full,"Hansen,Tonya",Completely Online-Asynchronous,$0.00,ON LINE,,false,$246.16,credit,$492.32,Undergraduate,$0.61,1589736697.640805,20211
610,ECON,469,2,Internship,05/20-07/31,n/a,Arranged,1,1,Vari.,Full,"Bolduc,Steven",Completely Online-Asynchronous,$0.00,ON LINE,,false,$246.16,credit,$492.32,Undergraduate,$0.61,1589736697.937942,20211
257,ECON,610,1,Healthcare Economics,05/20-06/24,n/a,Arranged,20,20,3.0,Full,"Hansen,Tonya",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,725.00",course,"$1,725.00",Graduate,$166.83,1589736698.232834,20211
260,ECON,610,2,Healthcare Economics,05/20-07/13,n/a,Arranged,20,20,3.0,Full,"Hansen,Tonya",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,725.00",course,"$1,725.00",Graduate,$166.83,1589736698.518077,20211
78,ED,527,2,Emerging Technologies,05/20-06/24,n/a,Arranged,25,24,2.0,Open,"Coquyt,Michael",Completely Online-Asynchronous,$0.00,ON LINE,,false,$828.90,course,$828.90,Graduate,$111.22,1589736699.563654,20211
76,ED,601,1,Psychological Foundations of Education,05/20-06/24,n/a,Arranged,25,25,2.0,Full,"LaLonde,Courtney",Completely Online-Asynchronous,$0.00,ON LINE,,false,$828.90,course,$828.90,Graduate,$111.22,1589736699.8403919,20211
119,ED,603,1,Methods of Research,05/20-07/31,n/a,Arranged,25,25,2.0,Full,"LaLonde,Courtney",Completely Online-Asynchronous,$0.00,ON LINE,,false,$828.90,course,$828.90,Graduate,$111.22,1589736700.140259,20211
121,ED,603,2,Methods of Research,05/20-07/31,n/a,Arranged,25,0,2.0,Cancelled,"LaLonde,Courtney",Completely Online-Asynchronous,$0.00,ON LINE,,false,$828.90,course,$828.90,Graduate,$111.22,1589736700.419696,20211
79,ED,613,1,"Social, Cultural, Political and Community Dimensions of Education",05/20-06/24,n/a,Arranged,25,17,4.0,Open,"Brown,Donna",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,657.80",course,"$1,657.80",Graduate,$222.44,1589736700.696238,20211
80,ED,613,2,"Social, Cultural, Political and Community Dimensions of Education",06/10-07/31,n/a,Arranged,25,14,4.0,Open,"Brown,Donna",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,657.80",course,"$1,657.80",Graduate,$222.44,1589736700.9947462,20211
356,ED,613,3,"Social, Cultural, Political and Community Dimensions of Education",06/10-07/31,n/a,Arranged,25,0,4.0,Cancelled,"Sadikovic,Belma Brown,Donna",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,657.80",course,"$1,657.80",Graduate,$222.44,1589736701.289431,20211
81,ED,630,1,"Leadership, Planning, and Organizational Behavior in Education",05/20-07/02,n/a,Arranged,25,17,3.0,Open,"Peterson,Aaron",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736701.567828,20211
110,ED,630,2,"Leadership, Planning, and Organizational Behavior in Education",06/10-07/31,n/a,Arranged,25,0,3.0,Cancelled,"Peterson,Aaron",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736701.858058,20211
82,ED,631,1,Educational Law and Organizational Structure of Education,05/20-06/24,n/a,Arranged,25,18,3.0,Open,"Bradbury,Boyd",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736702.156459,20211
282,ED,631,2,Educational Law and Organizational Structure of Education,05/20-06/24,n/a,Arranged,25,22,3.0,Open,"Mills,Christopher",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736702.4558442,20211
74,ED,632,1,"Curriculum, Instruction, and Learning Theory",05/20-06/24,n/a,Arranged,25,22,4.0,Open,"Coquyt,Michael",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,657.80",course,"$1,657.80",Graduate,$222.44,1589736702.734522,20211
75,ED,632,2,"Curriculum, Instruction, and Learning Theory",05/20-06/24,n/a,Arranged,25,19,4.0,Open,"Coquyt,Michael",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,657.80",course,"$1,657.80",Graduate,$222.44,1589736703.0177531,20211
517,ED,632,3,"Curriculum, Instruction, and Learning Theory",07/06-07/31,n/a,Arranged,25,24,4.0,Open,"Sadikovic,Belma",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,657.80",course,"$1,657.80",Graduate,$222.44,1589736703.3170009,20211
86,ED,634,1,Personal Communications and Ethics,05/20-06/24,n/a,Arranged,25,25,3.0,Full,"Swaggert,Julie",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736703.611373,20211
283,ED,634,2,Personal Communications and Ethics,05/20-06/24,n/a,Arranged,25,24,3.0,Open,"Swaggert,Julie",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736703.8934882,20211
100,ED,635,1,"Personnel, Supervision, and Staff Development",05/20-06/17,n/a,Arranged,25,0,4.0,Cancelled,"Swaggert,Julie",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,657.80",course,"$1,657.80",Graduate,$222.44,1589736704.1931798,20211
101,ED,635,2,"Personnel, Supervision, and Staff Development",07/06-07/31,n/a,Arranged,25,19,4.0,Open,"Swaggert,Julie",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,657.80",course,"$1,657.80",Graduate,$222.44,1589736704.473844,20211
102,ED,636,1,Policy and Educational Finance,06/10-07/31,n/a,Arranged,25,25,2.0,Full,"Mills,Christopher",Completely Online-Asynchronous,$0.00,ON LINE,,false,$828.90,course,$828.90,Graduate,$111.22,1589736704.776917,20211
111,ED,636,2,Policy and Educational Finance,06/10-07/31,n/a,Arranged,25,18,2.0,Open,"Mills,Christopher",Completely Online-Asynchronous,$0.00,ON LINE,,false,$828.90,course,$828.90,Graduate,$111.22,1589736705.060527,20211
521,ED,640,1,PreK-12 School Administration,07/06-07/31,n/a,Arranged,25,24,3.0,Open,"Boser,Karrie Allmaras,Staci",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736705.3448708,20211
522,ED,640,2,PreK-12 School Administration,07/06-07/31,n/a,Arranged,25,7,3.0,Open,"Boser,Karrie Allmaras,Staci",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736705.6414258,20211
285,ED,644,1,PreK-12 School Curriculum,06/10-07/31,n/a,Arranged,25,21,3.0,Open,"LaLonde,Courtney",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736705.925318,20211
286,ED,644,2,PreK-12 School Curriculum,06/10-07/31,n/a,Arranged,25,11,3.0,Open,"LaLonde,Courtney",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736706.2295449,20211
297,ED,660,1,Introduction to Student Affairs & Higher Education,05/20-07/02,n/a,Arranged,25,15,3.0,Open,"Brown,Donna",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736706.502475,20211
284,ED,669,1,Internship,05/20-06/24,n/a,Arranged,12,3,Vari.,Open,"Coquyt,Michael",Completely Online-Asynchronous,$0.00,ON LINE,,false,$414.45,credit,$414.45,Graduate,$55.61,1589736706.793524,20211
77,ED,671,1,Teacher Leadership: Issues in Education,05/20-06/24,n/a,Arranged,25,26,2.0,Full,"Coquyt,Michael",Completely Online-Asynchronous,$0.00,ON LINE,,false,$828.90,course,$828.90,Graduate,$111.22,1589736707.070208,20211
88,ED,695A,1,Introduction to Educational Leadership/Portfolio,05/20-06/10,n/a,Arranged,20,20,1.0,Full,"Swaggert,Julie",Completely Online-Asynchronous,$0.00,ON LINE,,false,$414.45,course,$414.45,Graduate,$55.61,1589736707.3615592,20211
89,ED,695A,2,Introduction to Educational Leadership/Portfolio,06/10-07/01,n/a,Arranged,20,15,1.0,Open,"Swaggert,Julie",Completely Online-Asynchronous,$0.00,ON LINE,,false,$414.45,course,$414.45,Graduate,$55.61,1589736707.645782,20211
523,ED,695A,3,Introduction to Educational Leadership/Portfolio,05/20-06/10,n/a,Arranged,20,0,1.0,Cancelled,"Swaggert,Julie",Completely Online-Asynchronous,$0.00,ON LINE,,false,$414.45,course,$414.45,Graduate,$55.61,1589736707.936903,20211
291,ED,695A,4,Introduction to Educational Leadership/Portfolio,05/20-06/17,n/a,Arranged,20,20,1.0,Full,"Peterson,Aaron",Completely Online-Asynchronous,$0.00,ON LINE,,false,$414.45,course,$414.45,Graduate,$55.61,1589736708.237311,20211
87,ED,695B,1,Portfolio Completion/Presentation,05/20-06/10,n/a,Arranged,25,18,1.0,Open,"Mills,Christopher",Completely Online-Asynchronous,$0.00,ON LINE,,false,$414.45,course,$414.45,Graduate,$55.61,1589736708.546098,20211
90,ED,695B,2,Portfolio Completion/Presentation,07/13-07/31,n/a,Arranged,25,21,1.0,Open,"Mills,Christopher",Completely Online-Asynchronous,$0.00,ON LINE,,false,$414.45,course,$414.45,Graduate,$55.61,1589736708.843078,20211
292,ED,695B,3,Portfolio Completion/Presentation,05/20-07/31,n/a,Arranged,25,16,1.0,Open,"Peterson,Aaron",Completely Online-Asynchronous,$0.00,ON LINE,,false,$414.45,course,$414.45,Graduate,$55.61,1589736709.1332989,20211
379,ED,696,2,Action Research,05/20-07/31,n/a,Arranged,12,14,2.0,Full,"Suarez-Sousa,Ximena",Completely Online-Asynchronous,$0.00,ON LINE,,false,$828.90,course,$828.90,Graduate,$111.22,1589736709.4295528,20211
118,ED,698,1,Continuing Registration,05/20-07/31,n/a,Arranged,25,1,1.0,Open,"Coquyt,Michael",Completely Online-Asynchronous,$0.00,ON LINE,,false,$414.45,course,$414.45,Graduate,$55.61,1589736709.710421,20211
109,ED,704,1,Quantitative Methods in Educational Research,05/20-07/02,n/a,Arranged,24,25,3.0,Full,"Suarez-Sousa,Ximena",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,698.00",course,"$1,698.00",Graduate,$166.83,1589736710.0170429,20211
105,ED,717,1,Adult Learning,07/06-07/31,n/a,Arranged,25,25,2.0,Full,"Suarez-Sousa,Ximena",Completely Online-Asynchronous,$0.00,ON LINE,,false,$828.90,course,$828.90,Graduate,$111.22,1589736710.320779,20211
112,ED,717,2,Adult Learning,05/20-06/24,n/a,Arranged,25,25,2.0,Full,"Suarez-Sousa,Ximena",Completely Online-Asynchronous,$0.00,ON LINE,,false,$828.90,course,$828.90,Graduate,$111.22,1589736710.629204,20211
294,ED,727,1,"Educational Law & Policy: Historical, Political & Global Perspective",05/20-06/24,n/a,Arranged,18,18,3.0,Full,"Bradbury,Boyd",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,698.00",course,"$1,698.00",Graduate,$166.83,1589736710.909627,20211
293,ED,753,1,College Student Development,06/24-07/31,n/a,Arranged,25,10,3.0,Open,"Peterson,Aaron",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736711.204661,20211
295,ED,780,1,Instructional Models,07/06-07/31,n/a,Arranged,25,0,2.0,Cancelled,"Suarez-Sousa,Ximena",Completely Online-Asynchronous,$0.00,ON LINE,,false,$828.90,course,$828.90,Graduate,$111.22,1589736711.485685,20211
108,ED,785,1,Building a Compassionate Community of Scholars,06/25-07/31,n/a,Arranged,24,24,3.0,Full,"Bradbury,Boyd",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,698.00",course,"$1,698.00",Graduate,$166.83,1589736711.769674,20211
524,ED,788,1,School Finance and Business Management,06/10-07/31,n/a,Arranged,25,25,4.0,Full,"Jensen,Bruce",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,657.80",course,"$1,657.80",Graduate,$222.44,1589736712.063234,20211
525,ED,788,2,School Finance and Business Management,06/10-07/31,n/a,Arranged,25,22,4.0,Open,"Jensen,Bruce",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,657.80",course,"$1,657.80",Graduate,$222.44,1589736712.360487,20211
85,ED,789,1,School Community Relations,05/20-06/17,n/a,Arranged,25,22,2.0,Open,"Sadikovic,Belma",Completely Online-Asynchronous,$0.00,ON LINE,,false,$828.90,course,$828.90,Graduate,$111.22,1589736712.637326,20211
83,ED,793,1,Higher Education--Seminar in School Administration and Supervision,07/06-07/31,n/a,Arranged,25,11,3.0,Open,"Peterson,Aaron",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736712.930601,20211
84,ED,793,2,Superintendency--Seminar in School Administration and Supervision,05/20-06/24,n/a,Arranged,25,16,3.0,Open,"Mills,Christopher",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736713.2252429,20211
104,ED,793,3,Activities Director -- Seminar in School Administration and Supervision,05/20-07/02,n/a,Arranged,25,0,3.0,Cancelled,"Hayden,John",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736713.502746,20211
106,ED,793,4,Special Education Dir -- Seminar in School Administration and Supervision,05/20-07/02,n/a,Arranged,25,22,3.0,Open,"Mogen,Michele",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736713.8007019,20211
107,ED,793,5,Community Education Dir-- Seminar in School Administration and Supervision,05/20-07/02,n/a,Arranged,25,12,3.0,Open,"Johnston,Jacqueline",Completely Online-Asynchronous,$0.00,ON LINE,,false,"$1,243.35",course,"$1,243.35",Graduate,$166.83,1589736714.102685,20211
